Prob
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.086541399
0.30371551
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0.30371551
0.086541399
0
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.100408407
0.100408407
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.175068744
0.175068744
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
0.112859847
0.232890315
0
